id	text	target label	predicted label
1073.0	Очень знаменитый отель с шикарным завтраком, но к сожалению все так устарело, что это явно не 5 звед. И главное, что устарело не как история, а просто как отель, который забыли отремонтировать. Вентиляция плохо работает и ценники не соответствуют	negative	neutral
1103.0	"19 дней с момента заказа. Брал жене перед НГ с купоном продавца за 1204р. На первый взгляд одежка пошита хорошо, смотрится зачетно, НО, во-первых, в каком месте эта шмотка является курткой, я ХЗ. Замша двухсторонняя, но ОЧЕНЬ тонкая + у одежки НЕТ подкладки от слова совсем, также нет НИ ОДНОГО кармана (все замки для галочки, декор типа). Во-вторых, с изнанки столько ниток и косичек - это просто пиздец. Да и на закусь - на 90-65-95 S-ка велика везде.. не то, чтоб прям сильно, но как минимум ""куртку"" надо одевать на толстый свитер. Жене в целом понравилась, а как по мне - полное говно. Брали как-то у Taovk'а (думаю, известный многим магазин) замшевый комплект (штаны + пиджак) за 1300р, так там пиджак больше является курткой, чем эта х..ня. Как по мне, цена этой ""куртке"" рублей 700-800 от силы. А за ее нынешнюю цена я бы явно не советовал к приобретению.."	negative	neutral
1104.0	Очень тугие и неудобные кнопки. размер оказался мал. слишком высокие арки бедер,выглядывают из брюк.	negative	neutral
1106.0	ПРИЯТНОЕ ПЛАТЬЕ..ИЗ ТРИКОТАЖА.В КОТОРОМ НЕ БУДЕТ ЖАРКО.МНЕ НРАВИТСЯ...	positive	negative
1108.0	Шло в Москву очень долго, доставка хреновая. Открыла спор, вроде деньги вернули. Но долго продлевали защиту несколько раз. Лучше не продлевайте - нет смысла ждать. Продавец вроде общительный. 	positive	neutral
1110.0	Ужасно воняет хлоркой при вскрытии. Большая на талию меньше 70 см	positive	negative
1113.0	Совершенно не то, что должно быть	negative	neutral
1114.0	По версии отеля стандартный номер 4 звезды размером 22 м2 с одной кроватью кинг-сайт, это номер почти в подвале(!) с маленькими окошками в виде бойниц(!) , с двумя маленькими кроватками(!!),размером максимум 15м2...!!! Осторожнее с ними! Ненадежно!	negative	neutral
1120.0	тут я немного прикола не поняла. просто плотные колготки без носков, это того не стоит	negative	neutral
1131.0	носки пришли очень быстро. максимальный размер 37. после второй носки порвались.	negative	neutral
1133.0	Товар не пришёл, продавец без разговоров вернул деньги, поэтому 5!	positive	negative
1139.0	дырка. швы не аккуратно. продавец не очень расположен  на скидку и возврат	negative	neutral
1141.0	Размер не подошёл, меньше на два размера , деньги вернули 	negative	neutral
1154.0	Платье отличное. Доставка довольно быстрая. Заказывала ещё два, но продавец до сих пор не вернул деньги за них и. К. Они пришли повреждёнными. В общем раз на раз не приходится , а продавец мудень редкостный.	negative	neutral
1160.0	Швы сострочены не правильно. Везде морщинит и топорщится. Чистая синтетика. Носить точно не буду. Хоть и размер подошел. (у меня М и заказала М)	negative	neutral
1166.0	Штанишки очень качественные, фабричные. Материал тонкий, хорошо тянется. XS на ОТ 58см, ОБ 85см, рост 160см сели хорошо, вроде и нет лишнего места, но вот при ходьбе сползают сильно, носить только с ремнём) Доставка очень быстрая. Рекомендую 	positive	neutral
1176.0	В жизни отличается,ткань тонкая,я бы не советовала,поэтому всего 2 звезды за быструю доставку.	negative	neutral
1177.0	Очень удобное местоположение. По прибытии нам дали номер для курящих, хотя мы просили для некурящих. Во втором номере стоял сильный запах каких-то химикатов. В 23:45 мы из него выселились. Завтрак не соответствует 4-звездочному отелю. Фрукты не первой свежести, горький и крепкий кофе, булочки мягкие.	negative	neutral
1186.0	Размерная сетка не соответствует заказала хл на свой м и шорты оказались дико малы 	negative	neutral
1191.0	шапка теплая, цвет соответствует, но она такая длинная, не пойму это какая должна быть голова, не понравилась как смотрится	negative	neutral
1197.0	Плохое качества это платье даже 300 руб не стоит (((	negative	neutral
1222.0	Коротковаты рукава и ткань тоньше,чем казалось,такой тонкий трикотаж,но качество хорошее,поэтому 4	positive	neutral
1225.0	Слишком глубокие разрезы, ушивать нужно	positive	neutral
1237.0	"Очень сильно маломерит. Заказывали ""м"", но по размеру ""xs"""	negative	neutral
1238.0	заказ не пришел, но деньги вернули	negative	neutral
1241.0	долго шло	positive	neutral
1245.0	"Как хорошие, так и неприятные воспоминания: трижды в день воздух в коридоре на этаже и в самом номере наполнялся вонью общественного туалета пригородного автовокзала. 4 этаж. Воняет из канализационного слива, что выходит прямо в пол ванной комнаты. Половину отельных шампуней вылил туда, чтоб хоть как-то забить вонь - не удалось. Также протекает вода при переключении в ванне с крана на ""лейку"", причем протекает мощным напором, сравнимым с первоначально задуманным из крана.Наблюдение: если поднять включенную, брызжущую в разные стороны лейку(см.выше) выше собственного роста(около 185см), то вода из нее вообще перестает литься, что реально ошарашивает.Из плюсов могу отметить уборку дважды в день;Разумеется, расположение - центр Вселенной;Красивейшие богатые интерьеры от лифта и до номера;Очень разнообразные и вкусные завтраки в сопровождении живой музыки арфы и фортепиано;Шустрый wi-fi."	positive	neutral
1259.0	К сожалению, заказ не получила,т.к. продавец дал неправильный номер отслеживания и в итоге заказ потерялся,но деньги вернул сразу	positive	negative
1261.0	"ткань очень тонкая, ""жидкая "", просвечивает! пояс совершенно не держит и не утягивает! потому что выглядит как обычная резинка на детских трусах )"	negative	neutral
1284.0	мало по размеру,  изображение не соответствует картинке. продавец вернул часть денег.	negative	neutral
1286.0	размер не совпадает меньше чем нужно	negative	neutral
1291.0	Тонковата	negative	neutral
1292.0	Все одного размера , просто на пакетике клеют заказанный Вами размер. Прозрачные ... как колготки 40den качество оставляет желать лучшего!!!размер xl явно рассчитан на пятиклассницу)	negative	neutral
1312.0	Я расстроена качеством товара. Материал легкий, совершенно не приятный, не плотный. На фото выглядит совсем по другому. На 50 размер XL мал.	negative	neutral
1316.0	Товар не получила, деньги вернула через спор. Продавец уверяет, что товар отправил, но он не отслеживается.	positive	negative
1322.0	Заказываю эти джинсы второй раз. Они очень классные, долго не выстирываются, не протираются. С доставкой только все хуже и хуже - первый раз пришли буквально за 12 дней в Новосибирск, второй за 3 недели, а крайний раз аж полтора месяца... насчёт размера - на талию 60 см, бёдра 90 см заказывала первый раз s - большеваты, быстро разнашиваются после стирки и висят как мешок, после xs - идеально сидят. У чёрных кстати ткань плотнее чем у синих, они тянутся намного лучше. 	positive	neutral
1324.0	Свитеры этой фирмы далеко не кашемировые как заявлено в описании и фото рекламы не соответствует действительности. Состав нигде не указан, надеюсь хоть шерсть немного присутствует.	negative	neutral
1338.0	товар не пришел. но деньги вернули сразу	negative	neutral
1340.0	Качество ткани плохое. В плечах сидит хорошо, при этом в талии висит как болохон. Шло чуть больше месяца. 	negative	neutral
1341.0	товар не пришёл но деньги вернули	negative	neutral
1342.0	Большой плюс этого отеля - удобное расположение. В пешей доступности все основные достопримечательности центра города. Также рядом - трамвайная остановка, пристань. Вокруг множество кафе, где можно недорого поесть. Номер просторный, большая терраса с видом на Золотой Рог. Завтраки скудные. На 4 звезды отель никак не тянет. Рядом идет стройка.	positive	neutral
1344.0	Долго шел заказ. Нет информации об отслеживании.	negative	neutral
1348.0	плохо сшито, швы не ровные, нитки торчат, ткань колючая. спор закрыли не в мою пользу. модель сама по себе красивая, упаковано хорошо, по размеру подошло. но качество оставляет желать лучшего.	negative	neutral
1355.0	Не было отслеживания спустя 2 недели, но продавец сразу вернул деньги	positive	neutral
1362.0	В целом отель скорее понравился. Чисто в номере, уютно, хорошо оборудованная ванная комната, чайник в номере: чай, кофе, сахар добавляют ежедневно. В ванной гель, шампунь и молочко для тела. Самый большой плюс - расположение - в двух шагах от площади Каталонии, рядом метро Университет.Но есть и минусы. Неустойчивый интернет - не во всех номерах. Невкусные завтраки. Неудобные плоские и узкие подушки, нет пододеяльников. Самый большой минус - отсутствие звукоизоляции. Слышно, как соседи разговаривают, ходят, принимают душ, даже шуршат пакетами. В общем, очень много зависит именно от соседей - если попадутся громкоголосые и шумные - весь отдых будет испорчен. Но, может быть, и повезет:))) Еще огорчило то, что во время уборки потеряли пижамную футболку ребенка, видимо, забрали вместе с бельем - так и не вернули:(((	positive	neutral
1368.0	Торчат нитки, неприятный запах. На российский 46-48 заказала xxl, оказался мал в плечах, рукава очень узкие	negative	neutral
1372.0	цвет заказывали зелёный, пришёл серый	negative	neutral
1377.0	блузка хорошая, но не много в районе подмышек  странно смотрится, а так выглядит норм, синтетика 100%	positive	neutral
1387.0	Просвечивают	positive	neutral
1390.0	Платье в обтяг,  не приталеное как показано на фото В общем немного расстроена	negative	neutral
1391.0	Уютный отель, очень скромные номера, уборка ежедневно, полотенца меняли каждый день, постельное белье раз в 3 дня; но как-то у ребёнка ночью из носа пошла кровь, постель поменяли , мы даже не просили. Чайника в номере нет, на каждом этаже стоят бойлеры с кипятком. Очень длинные коридоры!	positive	neutral
2119.0	торчат нитки	positive	neutral
1407.0	Странно себя в них чувствую. Качество того не стоит. Непонятно, где перед , где зад.	negative	neutral
1443.0	Жили 2 недели в этом отели.Бронировали очень поздно – цены везде были дикие на приличные номера, пришлось брать эти 2 звезды площадью 14 кв. метров за 1500 евро примерно(((Во первых главный минус – это место.Рядом музей современного искусства где гоняют на роликах и досках – если окна на строну музея то придется слушать постоянно этих экстрималов разных возрастов.С другой стороны постоянно орут – так как бары, да и вообще испанцы любят проорать и очень – очень узкая улица. Из нашего окна было видно что делают в соседнем доме и чуть ли не унюхать запах кофе. Еще в темноте лучше в районе отеля особо не гулять – если подходить со стороны Площади Универсидат – куда не шло.Если пойдете откуда – то другого места – опасно! Мы один раз не много заблудились в этих кварталах и попали в район где старые ужасные проститутки и там же в открытую предлагали нам наркоту((Страшно!Завтраки типичные – только без горячего. И быстро фрукты разбирали, а принести новые не торопились.Плюс один может быть в этом отели – он в Барселоне! фото улицы ведущей к отелю прикладываю.	negative	neutral
1447.0	за такие деньги пойдет	negative	neutral
1461.0	ткань тонкая. швы кривые	negative	neutral
1473.0	Быстро полиняла, я не довольна качеством.	negative	neutral
1480.0	Качество не плохое. Брала L на 46, коротковато. Хотелось бы посвободнее.	positive	neutral
1493.0	На сайте одна стоимость, по факту когда приезжаешь - другая (выше).Ресторан - не внимательные официанты - к супу сметану забыла, к основному блюду соус перепутала, когда все принесли в сторону столика больше не смотрят.Еда была у меня пересолена, у мужа холодная (стейк тунца остыл, пока ждали готовность моего блюда, чтобы подать единовременно). Ужин был испорчен.Номер привелегия - маленькая двуспальная кровать.Мини бар - БЕЗ алкоголя.В номере чайник есть, но воды нет - из под крана пить?Попросили второе одеяло - принесли без пододеяльника.Ванная комната без вентиляции.Вообщем, сплошной пафос, а по сути - две-три звезды(((	negative	neutral
1495.0	ткань синтетика 100% очень тонкая, сильно электризуется. воняет. 2 звезды только за быструю доставку и кучу клевых расцветок	negative	neutral
1504.0	Ошиблась с размером, а так брюки классные	negative	neutral
1511.0	вместо белой пришла бежевая, ног выглядит красиво,	positive	neutral
1519.0	Оказалась мала 	positive	neutral
1524.0	Мы всей семьей отдыхали в Балтийце в августе 2014 года - 10 дней. Да - сервис оставляет желать лучшего, да - в номере были проблемы, да - в столовой тоже не на 5 баллов все было. НО! Дети в восторге от отдыха - для меня это главное. Аниматоры в Балтийце работают на все 200% за что им наиогромнейшее спасибо: и днем, и вечером деток развлекали каждый день. Для меня самой большой проблемой было отсутствие интернета. Если брать отпуск, то он и не понадобится)))	positive	neutral
1529.0	Шло долго. 	positive	neutral
1531.0	пришло через 2месяца. и Нето что заказывала.	negative	neutral
1535.0	Качество не плохое, но длинна носков которые должны были быть средней длинны, оказалась короткой. Так что больше 2 звезд не поставлю. Дурят покупателя.	negative	neutral
1536.0	качество конечно синтетика. заказала 42 размер подошла только дочке ( рост 146, не полная)	negative	neutral
1556.0	заказ шел долго до Урала. не качественно прошиты швы на плечах. впереди торчат нитки. синтетика. xl на  русский 48 великоват. частично быстро вернули деньги	negative	neutral
1559.0	мне не очень понравилась. материал грубоватый, тяжёлый. блузка тяжёлая. на грудь не садится, нету выточек. очень длинная, отнесла швее подшивать. Рукава просто огроменные, широкие, даже на 3/4 не держатся, если закатать. Подкладка под блузкой живёт своей отдельной жизнью....	positive	neutral
1594.0	Качество за такую стоимость не лучшее, расстроена заказом.	negative	neutral
1602.0	заказывали XL а пришёл размер какой-та  m	negative	neutral
978.0	...	negative	neutral
1622.0	Показалось что немного маломерит. Рукава и общая длина на рост 173 см - коротковато	positive	neutral
1624.0	Очень средняя гостиница, в период с осени по весну в ванной страшный холод. Не во всех номерах есть кондиционер. Интернет, хоть и заявлен, но тоже работает не во всех номерах. Отель принадлежит туркам, их часто в отеле много. В восточном ресторане внизу даже можно найти что-то съедобное.	negative	neutral
1628.0	Не как на картинке. У меня 36 размерно они очень маленькие	negative	neutral
1631.0	Не довольна платье в целом нормальное но сверху мне не нравиться слишком большая горловина....	positive	neutral
1634.0	Костюм пришёл быстро, но качество не порадовало. Ткать просвечивает, брала белый. Только дома носить, белье видно ((	negative	neutral
1648.0	Единственный плюс этого отеля - его хорошее расположение, площадь Испании рядом, до центра вполне можно неспеша дошагать минут за 30-40, при этом идя по очень живописной аллее. Номера небольшие и довольно обшарпанные. Топок, халата, чайника - нет. Убивали не слишком качественно. Завтраки слабые. Отель не соответствует 4*. Лучше поискать что-то другое.	positive	neutral
1650.0	Об94-96 малы	positive	neutral
1658.0	Ожидала большего, начитавшись восторженных отзывов. Юбка с косяками, швы кривые, остались следы маркера после раскроя. И ткань как дермантин грубый, тяжелый.	negative	neutral
1676.0	Какая цена такое и качество. На многое не рассчитывайте. Размер М оказался велик, ушила до S. Платье на один сезон, больше не выдержит. Взять в отпуск, относить и там же выкинуть. Зато цена копеечная.	positive	neutral
1681.0	рукава короткие, с браком.	negative	neutral
1683.0	Заселили нас очень быстро, раньше 14.00!) это было огромнейшим плюсом!) быстро бросили сумки и пошли гулять!) понравился интерьер, особенно цветовая гамма: серо-фиолетовая!) туалет маленький, сидя на унитазе, можно голову мыть в раковине! завтрак однообразный.((	positive	neutral
1715.0	Описание не соответствует.	negative	neutral
1717.0	Отель мне кажется не тянет на 4,точно 3 по мировым стандартам.Рядом был 4 звезд-й отель,по сровнению с этим отелем куда больше круче.25 этажное здание и только 2 лифта,а на завтрак каждый день одно и тоже,мало выбора.На некоторых местах кафель отваливался.В общем отель не для ценителей комфотрного отдыха.А отель сам по себе очень хорошо расположен,рядом и метро.Окно нашего номера выходило на здание напротив,и ничего кроме стекла нам не было видно.	negative	neutral
1744.0	Прислали желтую. По их мнению желтая это белая... и другие товары плохие.	negative	neutral
1747.0	брак в 4х местах. несоответствуют стыки, задний и боковые швы не дошиты.имеются разрывы ткани. ткань приятна на ощупь,но очень деликатна-надолго не хватит.размер соответствует. заказом очень разочарована, хотела купить другую модель трусиков у продавца, но увы....шли месяц.	negative	neutral
1749.0	Получила что-то странное! Цвет Розовый вместо серого, маленького размера, хотя заказала L, а ношу 46-48. материал- какое то «г», даже если и подошла по размеру , носить не буду. На 700₽ вообще не тянет!!! Не знаю, кому подарить... 	negative	neutral
1750.0	трикотаж..не плохая..дома ходить..	positive	neutral
1759.0	выбирайте по размерам а не по отщывам	positive	negative
1778.0	Этот S на наш М, кажется. Мне оказались велики	positive	neutral
1789.0	рубашка синтетика,хлопком и не пахнет,жутко электризуется.пришла с мелкими синими пятнами на белом фоне (видно попала краска при окрашивании).в груди маленькая, плечи огромные.	negative	neutral
1828.0	Оказались большие размера на 2 ((( на ощупь приятная ткань 	negative	neutral
1834.0	майка в отличном состояние.не пахнет.пришла где то за месяц	positive	neutral
1847.0	Платье симпатичное, но качество...открыла спор: 1) дыра на рукаве со стороны плеча, ткани мало, чтобы починить незаметно; 2) торчат нитки, плохо закреплена молния; 3) мерзкий запах химии и влажности.	negative	neutral
1848.0	идет 2 месяца	positive	negative
1865.0	Не по размеру! 	negative	neutral
1866.0	Сняли оплату по карте два раза за проживание!! На наши вопросы почему так произошло, сказали что не знают, и кто виноват они тоже не знают, на кого писать жалобу им также неизвестно! Обещали что деньги вернутся через сутки, но мы получили их только через три дня, после четырех скандалов! На просьбу, в качестве возмещения ущерба, сделать нам бесплатный завтрак, усмехнулись и сказали что не сделают и делать не будут! А то что, возможно, это были наши последние деньги, сказали что не их проблемы!!! Ужас!!! Вернули деньги на 1000 рублей меньше чем сняли, видимо из-за курсов валют!!! Это тоже не их проблема, сказали!!! Ужасно!!! Больше никогда не приедем и никому не советуем!!! Бассейн метр на метр, глубина полтора метра! На весь отель 4 шезлонга! Все остальные лежат на деревянной полу!	positive	negative
1882.0	Бюстгальтер не ко всей форме груди подходит,если у вас она не круглая-то не советую брать ,смотрится нелепо...	negative	neutral
1914.0	это пипец)))я не знаю какого роста должна быть дама)))ну или у нее не должно быть живота, только сиси, и сразу попа....я вышла из положения отрезала верх и получились симпатичные шортики осталось придумать как сделать верх)))	negative	neutral
1917.0	Свитер реально большой и квадратный, хотелось бы чуть поуже. Даже для пышек думаю будет слишком широким.	positive	neutral
1920.0	Товар пришёл очень быстро! Буквально за 2 недели! Качество конечно, оставляет желать лучшего! И размер тоже не совпадает! Я заказывала хs, пришёл xs, и я в нем утонула. Оценка только за скорость доставки ))) 	negative	neutral
1930.0	Все отслеживалось. Шли около месяца. на 44 L сползает немного, но мне нравится - не жмет и не стянул. Карманы и сзади и спереди. На рост 159 слегка коротковаты. Минус - торчащие нитки. Пока надевала утром отвалилась наклепка. За день все больше и больше вылезало ниток. Посмотрим, что будет дальше	positive	neutral
1931.0	хорошая юбка, но очень короткая, только попу прикрывает	positive	neutral
1935.0	Ткань оказалась не такой, как ожидала Но товаром довольна	positive	neutral
1949.0	"Обслуживающий персонал высокомерный, номера даже ""эконом"" таких денег не стоит, обстановка с фото на сайте не совпадает (!!!) Интернет (внезапно!) в номере платный.Хотя из плюсов, доступ до метро, буквально 5 минут пешком и неплохой вид из окон."	positive	neutral
1957.0	матерьял оч тонкий, на картинке и в реале совсем разные платья	negative	neutral
1960.0	Оставался в этом отеле 3 дня. Отель расположен идеально - 100м до площади каталонии и улицы Ля Рамбля) номер стоил около 60 евро) в номере ловил wi-fi. Конечно мебель и сантехника старовата - но лучшего я и не ждал. Включен завтрак, конечно скудный (печенье и чай)	positive	neutral
1969.0	Качество оставляет желать лучшего,рукава короткие сидит плохо,рисунок быстро сотрется ткано плохая оставляет катышки полнит и пришло помятое и с запахом 	negative	neutral
1986.0	очень довольна заказом	positive	neutral
1992.0	"Единственное достоинство - это расположение (правда, есть и получше), но стоимость номера не соответствует всему остальному. Стоимость 4300 за одноместное размещение в стандартном номере. Декларируется на сайте: Комфортные номера данной категории включают в себя все необходимое для отдыха. В номере две двуспальные кровати с прикроватными тумбочками, стулья, шкаф для одежды, мини-комод, а также телевизор и телефон. Ванная комната оборудована необходимой сантехникой и ванными принадлежностями.На самом деле: комната с некачественно сделанным ремонтом площадью примерно 10 квадратных метров, кровать шириной 65 см, мизерный санузел. Постельное белье, полотенца старые, изношенные. Завтрак так себе, особенно запомнились огурцы, как бы не вчерашние....Общих приборов на ""шведском столе"" нет, все необходимо добывать своим.В довершение, огромная проблема с отчетными бумагами. Командировочным точно не стоит здесь размещаться.Туристам стоит размещаться чисто на ночевку..."	negative	neutral
1996.0	Товар не пришёл. Деньги вернули. Продавец был очень вежлив.	positive	neutral
1997.0	Товар так и не получила, но продавец вернул деньги.	positive	negative
1998.0	Раньше была довольна на все 100%, сейчас уже есть замечания.Уборка не качественная, в душевых кое-где плесень появилась, полотенца во второй день пребывания не поменяли, так и остались они висеть в комнате на спинке кресла. Тапочки дали одну пару на все четыре дня. Пустые бутылки из под воды с прикроватных полок не выкинули. При заселении, коллеге достался номер Privilege(хотя статус карт у обоих Silver), вот там старались... да и Приветственный напиток дали почему-то только ему.. Ну в общем, ничего страшного, но осадок остался... 	positive	neutral
1999.0	ткань очень тонкая, синтетика...но мягкая...черные пятна грубоватые....вообще ожидала большего.	negative	neutral
2011.0	Останавливались там на Новый год. Цена конечно немного завышена, в сравнении с качеством. Постоянно вылетал wi-fi. Причем приходящий с ресепшена сотрудник никак не мог его наладить. Из плюсов - рядом метро, торговый центр. Сам номер достаточно большой. С полноценной кухней. Из минусов - почти все окна однокомнатных номеров( мы смотрели на двери схему эвакуации и там понятно расположение всех номеров) выходят в узкий двор, где окно напротив расположено очень близко от твоего и вечером без штор ты будешь на виду у соседа. Ну и конечно далеко от моря. В начале января оно нам было не актуально, т.к. купаться было все равно холодно, а вот в сезон - очень далеко. Добираться только на такси.	positive	neutral
2015.0	цвет не соответствует, не как на картинке, намного темнее	negative	neutral
2026.0	Да, они тёплые, и заменят термо белье. Но покупая эти колготки насчитываешь на их использование под юбку, они ведь «а-ля капроновые». Вот только невозможно надеть их по юбку, потому что очень сильно видна плохая работа. У меня такие «косяки» на каждой паре: и на светлых, и на темных	negative	neutral
2029.0	Все хорошо и доставка и качество, но все испортил цвет((( он ярко бордовый, а не такой как на фото(.	negative	neutral
2038.0	обычная маечка,радует что не синтетика	positive	neutral
2043.0	думала будут широкие и большие, а они маленькие и тонкие, тянутся хорошо упругие, посмотрим как будут носиться	positive	neutral
2045.0	На фотографиях выглядят плотнее, чем на самом деле. Жене понравились.	positive	neutral
2047.0	Пришел с браком, увидела не сразу т.к. брала два, а примеряла один.... Расстроилась, люверс пробит криво по отношению к другим, замята ткань и дырку видно (((	negative	neutral
2063.0	"Всё впечатление об отеле испортил персонал. - ресепшн не знает правил проживания в отеле. В один день они разрешают доставку еды в номер , а на следующий день приходится выбегать из душа и , чуть ли не голым, спускаться на 5 этажей, чтобы не есть остывшую еду.- персонал забывает о просьбах обычных гостей. С утра попросили поменять нам полотенца, на что нам мило улыбнулись и сказали что все будет готово в течение часа. Мы пришли через 3 часа , но их так и не сменили. Мы повторили просьбу по телефону. Но никакой реакции не последовало . В итоге случайно пойманная в коридоре ""уборщица"", вежливо поменяла нам их, говоря что ей за этот день никто о нашей проблеме не сообщал. - ресепшн не обладает информацией в случае болезни посетителей. Моя девушка заболела во время пребывания в Берлине. Увы, в отеле не оказалось никаких средств для того, чтобы определить тип болезни. Например обычного термометра. На вопрос о ближайших аптеках, и возможном срочном вызове врача, с уточнением его телефона , последовал двадцати минутный неохотный поиск на компьютере, который не дал никаких результатов. ""Поищите сами"" - этими словами закончился наш диалог. - различные цены на предоставляемые услуги. Особенно это опечалило при покупке обычного кофе, который в меню ""автомата"" стоит одну цену, а вот на ресепшене необходимо заплатить другую, так как в их системе цены другие. На вопрос почему так я получил лишь ""Мы не знаем "".- дверь в туалет , которую нельзя закрыть. - хорошо работающая вытяжка в ванной. И это очень радует, когда она справляется со своим назначением. Но когда она работает 24 часа в сутки, с особым пристрастием, при не закрывающейся двери в ванную... Иногда я думал что это было громче , чем выпившие люди на улице.- предоставленный чайник. 0.8 литра на на двухместный номер. А их кружек - только одна кофейная. Конечно это не является таким минусом , если после кипячения ты не получаешь воду, со вкусом пластмассы...- современный мир с его развитыми технологиями скорее всего кое в чём обошёл этот отель стороной. Бесплатный WiFi со скоростью 2007 года, плохо работающий телевизор и 3! (Три! ТРИ, КАРЛ!) свободные розетки на двухместный номер. При чем только с одной стороны кровати. Самое время писать план очереди на зарядку телефонов.В целом отель оставил положительные впечатления. Но мы были его гостями скорее всего в первый и последний раз."	negative	neutral
